25	0.000002
30	0.000002
35	0.000002
40	0.000002
45	0.000003
50	0.000003
55	0.000004
60	0.000004
65	0.000004
70	0.000005
75	0.000005
80	0.000006
85	0.000006
90	0.000007
95	0.000007
100	0.000007
105	0.000008
110	0.000009
115	0.000009
120	0.000009
125	0.000009
130	0.000010
135	0.000010
140	0.000011
145	0.000011
150	0.000012
155	0.000012
160	0.000012
165	0.000013
170	0.000014
175	0.000014
180	0.000016
185	0.000017
190	0.000017
195	0.000018
200	0.000018
205	0.000020
210	0.000021
215	0.000021
220	0.000021
225	0.000022
230	0.000022
235	0.000023
240	0.000023
245	0.000024
250	0.000024
255	0.000027
260	0.000026
265	0.000029
270	0.000028
275	0.000029
280	0.000029
285	0.000030
290	0.000031
295	0.000030
300	0.000032
305	0.000032
310	0.000033
315	0.000034
320	0.000034
325	0.000034
330	0.000035
335	0.000036
340	0.000036
345	0.000038
350	0.000038
355	0.000039
360	0.000039
365	0.000041
370	0.000042
375	0.000041
380	0.000042
385	0.000042
390	0.000043
395	0.000044
400	0.000044
405	0.000045
410	0.000048
415	0.000046
420	0.000051
425	0.000048
430	0.000048
435	0.000051
440	0.000051
445	0.000051
450	0.000053
455	0.000053
460	0.000052
465	0.000053
470	0.000055
475	0.000054
480	0.000055
485	0.000055
490	0.000056
495	0.000057
500	0.000058
505	0.000058
510	0.000058
515	0.000058
520	0.000060
525	0.000061
530	0.000062
535	0.000063
540	0.000064
545	0.000067
550	0.000065
555	0.000066
560	0.000066
565	0.000067
570	0.000068
575	0.000065
580	0.000066
585	0.000067
590	0.000070
595	0.000071
600	0.000073
605	0.000071
610	0.000073
615	0.000073
620	0.000075
625	0.000075
630	0.000075
635	0.000075
640	0.000075
645	0.000076
650	0.000077
655	0.000078
660	0.000081
665	0.000081
670	0.000080
675	0.000083
680	0.000082
685	0.000083
690	0.000085
695	0.000083
700	0.000084
705	0.000085
710	0.000086
715	0.000087
720	0.000087
725	0.000089
730	0.000089
735	0.000090
740	0.000092
745	0.000091
750	0.000092
755	0.000089
760	0.000087
765	0.000097
770	0.000105
775	0.000108
780	0.000109
785	0.000111
790	0.000111
795	0.000111
800	0.000114
805	0.000114
810	0.000114
815	0.000115
820	0.000116
825	0.000117
830	0.000117
835	0.000117
840	0.000120
845	0.000121
850	0.000121
855	0.000121
860	0.000121
865	0.000123
870	0.000120
875	0.000101
880	0.000107
885	0.000110
890	0.000109
895	0.000110
900	0.000111
905	0.000111
910	0.000113
915	0.000114
920	0.000115
925	0.000115
930	0.000117
935	0.000116
940	0.000116
945	0.000117
950	0.000118
955	0.000119
960	0.000118
965	0.000121
970	0.000121
975	0.000122
980	0.000120
985	0.000118
990	0.000119
995	0.000121
1000	0.000126
1005	0.000124
1010	0.000126
1015	0.000126
1020	0.000129
1025	0.000127
1030	0.000128
1035	0.000130
1040	0.000132
1045	0.000132
1050	0.000131
1055	0.000131
1060	0.000129
1065	0.000133
1070	0.000135
1075	0.000151
1080	0.000155
1085	0.000155
1090	0.000158
1095	0.000159
1100	0.000159
1105	0.000161
1110	0.000160
1115	0.000163
1120	0.000164
1125	0.000164
1130	0.000163
1135	0.000165
1140	0.000144
1145	0.000140
1150	0.000144
1155	0.000145
1160	0.000146
1165	0.000149
1170	0.000150
1175	0.000151
1180	0.000151
1185	0.000151
1190	0.000154
1195	0.000152
1200	0.000152
1205	0.000170
1210	0.000153
1215	0.000156
1220	0.000155
1225	0.000157
1230	0.000158
1235	0.000157
1240	0.000161
1245	0.000157
1250	0.000158
1255	0.000160
1260	0.000160
1265	0.000163
1270	0.000161
1275	0.000160
1280	0.000162
1285	0.000163
1290	0.000166
1295	0.000167
1300	0.000166
1305	0.000167
1310	0.000167
1315	0.000160
1320	0.000169
1325	0.000169
1330	0.000174
1335	0.000172
1340	0.000173
1345	0.000175
1350	0.000177
1355	0.000176
1360	0.000178
1365	0.000177
1370	0.000178
1375	0.000178
1380	0.000181
1385	0.000179
1390	0.000181
1395	0.000181
1400	0.000182
1405	0.000183
1410	0.000185
1415	0.000183
1420	0.000188
1425	0.000190
1430	0.000186
1435	0.000185
1440	0.000188
1445	0.000189
1450	0.000190
1455	0.000191
1460	0.000190
1465	0.000193
1470	0.000193
1475	0.000195
1480	0.000194
1485	0.000190
1490	0.000196
1495	0.000196
1500	0.000197
1505	0.000197
1510	0.000197
1515	0.000196
1520	0.000201
1525	0.000200
1530	0.000197
1535	0.000200
1540	0.000201
1545	0.000203
1550	0.000204
1555	0.000203
1560	0.000213
1565	0.000204
1570	0.000209
1575	0.000208
1580	0.000209
1585	0.000208
1590	0.000208
1595	0.000204
1600	0.000207
1605	0.000212
1610	0.000212
1615	0.000211
1620	0.000215
1625	0.000217
1630	0.000215
1635	0.000212
1640	0.000215
1645	0.000217
1650	0.000217
1655	0.000218
1660	0.000217
1665	0.000221
1670	0.000221
1675	0.000220
1680	0.000216
1685	0.000224
1690	0.000228
1695	0.000256
1700	0.000245
1705	0.000220
1710	0.000229
1715	0.000234
1720	0.000233
1725	0.000230
1730	0.000231
1735	0.000227
1740	0.000230
1745	0.000247
1750	0.000230
1755	0.000232
1760	0.000260
1765	0.000266
1770	0.000264
1775	0.000268
1780	0.000268
1785	0.000270
1790	0.000279
1795	0.000269
1800	0.000269
1805	0.000273
1810	0.000241
1815	0.000237
1820	0.000237
1825	0.000238
1830	0.000242
1835	0.000240
1840	0.000250
1845	0.000245
1850	0.000251
1855	0.000248
1860	0.000279
1865	0.000282
1870	0.000273
1875	0.000242
1880	0.000257
1885	0.000253
1890	0.000256
1895	0.000255
1900	0.000261
1905	0.000282
1910	0.000273
1915	0.000273
1920	0.000292
1925	0.000291
1930	0.000298
1935	0.000317
1940	0.000290
1945	0.000327
1950	0.000325
1955	0.000396
1960	0.000301
1965	0.000298
1970	0.000307
1975	0.000318
1980	0.000337
1985	0.000324
1990	0.000306
1995	0.000321
2000	0.000302
2005	0.000317
2010	0.000331
2015	0.000285
2020	0.000291
2025	0.000291
2030	0.000301
2035	0.000311
2040	0.000292
2045	0.000313
2050	0.000309
2055	0.000273
2060	0.000278
2065	0.000278
2070	0.000299
2075	0.000294
2080	0.000280
2085	0.000282
2090	0.000277
2095	0.000285
2100	0.000285
2105	0.000285
2110	0.000284
2115	0.000292
2120	0.000284
2125	0.000291
2130	0.000295
2135	0.000293
2140	0.000328
2145	0.000287
2150	0.000332
2155	0.000338
2160	0.000315
2165	0.000315
2170	0.000302
2175	0.000340
2180	0.000307
2185	0.000301
2190	0.000303
2195	0.000312
2200	0.000379
2205	0.000340
2210	0.000335
2215	0.000299
2220	0.000307
2225	0.000313
