25	0.000009
30	0.000009
35	0.000012
40	0.000014
45	0.000016
50	0.000022
55	0.000025
60	0.000027
65	0.000024
70	0.000025
75	0.000031
80	0.000034
85	0.000025
90	0.000031
95	0.000025
100	0.000027
105	0.000028
110	0.000033
115	0.000034
120	0.000044
125	0.000041
130	0.000042
135	0.000048
140	0.000043
145	0.000037
150	0.000037
155	0.000041
160	0.000034
165	0.000040
170	0.000038
175	0.000040
180	0.000047
185	0.000046
190	0.000057
195	0.000061
200	0.000063
205	0.000069
210	0.000069
215	0.000074
220	0.000076
225	0.000072
230	0.000074
235	0.000083
240	0.000086
245	0.000085
250	0.000088
255	0.000082
260	0.000088
265	0.000090
270	0.000088
275	0.000096
280	0.000093
285	0.000093
290	0.000098
295	0.000081
300	0.000097
305	0.000088
310	0.000099
315	0.000092
320	0.000103
325	0.000099
330	0.000067
335	0.000078
340	0.000074
345	0.000075
350	0.000105
355	0.000084
360	0.000076
365	0.000076
370	0.000075
375	0.000095
380	0.000113
385	0.000118
390	0.000109
395	0.000088
400	0.000090
405	0.000089
410	0.000090
415	0.000089
420	0.000084
425	0.000092
430	0.000086
435	0.000085
440	0.000090
445	0.000118
450	0.000114
455	0.000098
460	0.000100
465	0.000095
470	0.000094
475	0.000094
480	0.000094
485	0.000095
490	0.000096
495	0.000106
500	0.000101
505	0.000101
510	0.000103
515	0.000107
520	0.000108
525	0.000111
530	0.000103
535	0.000105
540	0.000107
545	0.000109
550	0.000110
555	0.000115
560	0.000111
565	0.000114
570	0.000115
575	0.000119
580	0.000113
585	0.000119
590	0.000117
595	0.000115
600	0.000112
605	0.000111
610	0.000113
615	0.000115
620	0.000116
625	0.000114
630	0.000125
635	0.000129
640	0.000135
645	0.000124
650	0.000126
655	0.000126
660	0.000127
665	0.000133
670	0.000129
675	0.000135
680	0.000143
685	0.000137
690	0.000139
695	0.000129
700	0.000131
705	0.000134
710	0.000133
715	0.000134
720	0.000133
725	0.000131
730	0.000136
735	0.000193
740	0.000171
745	0.000138
750	0.000139
755	0.000147
760	0.000137
765	0.000145
770	0.000144
775	0.000148
780	0.000153
785	0.000179
790	0.000157
795	0.000154
800	0.000153
805	0.000154
810	0.000154
815	0.000150
820	0.000162
825	0.000183
830	0.000162
835	0.000154
840	0.000155
845	0.000156
850	0.000155
855	0.000156
860	0.000160
865	0.000181
870	0.000191
875	0.000165
